"CASE_NUMBER","PRIMARY/SUB","cluster_id","agent_id","EMPLOYER_STATE","employer_latitude","employer_longitude","AGENT_ATTORNEY_STATE","agent_latitude","agent_longitude","WORKSITE_STATE","worksite_latitude","worksite_longitude","JOB_TITLE","PRIMARY_CROP","NBR_WORKERS_REQUESTED","BASIC_NUMBER_OF_HOURS","BASIC_RATE_OF_PAY","BASIC_UNIT_OF_PAY","SUPERVISE_OTHER_EMP","EDUCATION_LEVEL","EMP_EXPERIENCE_REQD","EMP_EXP_NUM_MONTHS","OTHER_WORKSITE_LOCATION","ORGANIZATION_FLAG","worksite_latitude_adj","worksite_longitude_adj","labor_aggregator","joint_application"
"H-300-16098-740055","SUB","edwards farm equipment","north carolina growers association  ncga","NC",36.10557,-77.71261,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Hay and Straw",25,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",36.10557,-77.71261,"N",1
"H-300-16098-740055","SUB","tumbling run farms","north carolina growers association  ncga","NC",36.08182,-78.05749,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Hay and Straw",8,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",36.08182,-78.05749,"N",1
"H-300-16098-740055","SUB","clayton farms","north carolina growers association  ncga","NC",36.3107,-78.59083,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Hay and Straw",1,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",36.3107,-78.59083,"N",1
"H-300-16098-740055","SUB","jeffreys farm","north carolina growers association  ncga","NC",35.9582,-78.25203,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Hay and Straw",16,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.9582,-78.25203,"N",1
"H-300-16098-740055","SUB","taylor farms nash","north carolina growers association  ncga","NC",35.9746,-77.96554,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Hay and Straw",9,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.9746,-77.96554,"N",1
"H-300-16098-740055","SUB","w robert harris farms","north carolina growers association  ncga","NC",35.82516,-77.24913,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Hay and Straw",2,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.82516,-77.24913,"N",1
"H-300-16098-740055","SUB","h and d farms","north carolina growers association  ncga","NC",34.99795,-78.64251,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Hay and Straw",14,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",34.99795,-78.64251,"N",1
"H-300-16098-740055","SUB","sexton jr william r","north carolina growers association  ncga","NC",35.86683,-76.74856,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Hay and Straw",5,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.86683,-76.74856,"N",1
"H-300-16098-740055","SUB","robert currin farms","north carolina growers association  ncga","NC",35.39912,-78.8156,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Hay and Straw",6,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.39912,-78.8156,"N",1
"H-300-16098-740055","SUB","rl sanderson farms","north carolina growers association  ncga","NC",35.39785,-77.43257,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Hay and Straw",12,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.39785,-77.43257,"N",1
"H-300-16098-740055","SUB","jason stuart daniel","north carolina growers association  ncga","NC",36.50792,-79.29502,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Hay and Straw",7,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",36.50792,-79.29502,"N",1
"H-300-16098-740055","SUB","sapp farms","north carolina growers association  ncga","NC",NA,NA,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Hay and Straw",4,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",NA,NA,"N",1
"H-300-16098-740055","SUB","harris mike","north carolina growers association  ncga","NC",35.26266,-77.58164,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Hay and Straw",6,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.26266,-77.58164,"N",1
"H-300-16098-766668","PRI","north carolina growers association  ncga",NA,"NC",35.25627,-79.28225,NA,NA,NA,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",50,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.25627,-79.28225,"Y",0
"H-300-16098-766668","SUB","burch equipment","north carolina growers association  ncga","NC",35.29063,-77.64977,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",50,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.29063,-77.64977,"N",1
"H-300-16098-851212","PRI","wivholm farms","usa farm labor","MT",48.50141,-104.5047,"NC",35.48875,-82.98887,"MT",48.50141,-104.5047,"Agricultural Equipment Operator","Agricultural Equipment Operator",3,48,11.75,"Hour","N","None","Y",1,"N","Individual Employer",48.50141,-104.5047,"N",0
"H-300-16098-901306","PRI","roe orchards","valley growers coop","NY",41.36259,-74.27126,"NY",41.65982,-73.95708,"NY",41.36259,-74.27126,"FARMWORKERS AND LABORERS, CROP","Squash",3,40,11.74,"Hour","N","None","Y",3,"N","Individual Employer",41.36259,-74.27126,"N",0
"H-300-16099-007832","PRI","happy harvest","signature staffing","FL",27.58754,-82.42509,"FL",27.49575,-81.44104,"GA",31.53937,-82.46236,"Farmworkers and Laborers","Blueberries",74,40,10.59,"Hour","N","None","Y",NA,"N","H-2A Labor Contractor or Job Contractor",31.53937,-82.46236,"N",0
"H-300-16099-016341","PRI","alvaro mandujano",NA,"TX",31.24206,-103.0653,NA,NA,NA,"TX",31.24206,-103.0653,"Farm Workers Harvester","Melons",20,48,12.09,"Hour","N","None","N",NA,"N","Individual Employer",31.24206,-103.0653,"N",0
"H-300-16099-031989","PRI","hindinger farm","help","CT",41.36795,-72.92313,"NH",43.02045,-71.60026,"CT",41.36795,-72.92313,"farmworker and laborer crop","Apples",2,44,11.74,"Hour","N","None","Y",1,"Y","Association - Filing as Agent (H-2A Only)",41.36795,-72.92313,"N",0
"H-300-16099-060127","PRI","one straw farm",NA,"MD",39.6219,-76.62911,NA,NA,NA,"MD",39.6219,-76.62911,"Farmworker","Melons",10,39,11.66,"Hour","N","None","Y",3,"Y","Individual Employer",39.6219,-76.62911,"N",0
"H-300-16099-066522","PRI","margaret mondragon","signature staffing","FL",28.02224,-81.73286,"FL",27.49575,-81.44104,"GA",31.18,-83.78879,"Farmworkers and Laborers","Watermelons",49,40,10.59,"Hour","N","None","N",NA,"N","H-2A Labor Contractor or Job Contractor",31.18,-83.78879,"N",0
"H-300-16099-070177","PRI","rockville farm market","h2 express","VT",44.22733,-73.05685,"NY",42.25286,-73.79096,"VT",44.22733,-73.05685,"Crop Farm Workers & Laborers","Tomatoes",1,40,11.74,"Hour","N","None","Y",1,"N","Individual Employer",44.22733,-73.05685,"N",0
"H-300-16099-143645","PRI","roth farms general partnership","snake river farmers association","ID",42.72385,-114.5188,"ID",42.55852,-113.7639,"ID",42.72385,-114.5188,"Irrigation Worker","Alfalfa",1,48,11.75,"Hour","N","None","Y",0,"N","Individual Employer",42.72385,-114.5188,"N",0
"H-300-16099-189399","PRI","anderson bros farms","usa farm labor","SD",45.41187,-97.90414,"NC",35.48875,-82.98887,"SD",45.04969,-98.09565,"Ag. Equipment Operator","Agricultural Equipment Operator",2,48,13.8,"Hour","N","None","Y",3,"N","Individual Employer",45.04969,-98.09565,"N",0
"H-300-16099-261671","PRI","tony slaughter","ky famers aid","TN",36.55024,-82.55943,"KY",36.61033,-88.31476,"TN",36.55024,-82.55943,"FARM WORKER/LABORER","Nursery and Greenhouse Workers",1,40,10.85,"Hour","N","None","Y",3,"Y","Individual Employer",36.55024,-82.55943,"N",0
"H-300-16099-336204","PRI","parkinson seed farm","snake river farmers association","ID",43.9663,-111.6822,"ID",42.55852,-113.7639,"ID",43.9663,-111.6822,"General Farmworker","Potatoes",10,36,11.75,"Hour","N","None","Y",0,"N","Individual Employer",43.9663,-111.6822,"N",0
"H-300-16099-343206","PRI","alewelt concrete","the bernard firm plc","IA",42.52019,-93.37627,"IA",42.02676,-93.61704,"OH",39.73784,-83.61325,"Farm Worker/Laborer","Construction of Livestock Buildings",10,45,12.17,"Hour","N","None","Y",1,"Y","H-2A Labor Contractor or Job Contractor",39.73784,-83.61325,"N",0
"H-300-16099-375245","PRI","melon prince 1 harvesting","h2a complete ii","FL",27.89638,-81.84316,"MS",34.98738,-90.00349,"FL",27.63837,-81.82397,"Farm Workers, Laborers, Crops","Watermelons",15,35,10.7,"Hour","N","None","N",NA,"N","Individual Employer",27.63837,-81.82397,"N",0
"H-300-16099-379147","PRI","hilltop sod landscaping","ky famers aid","AR",35.00123,-92.62958,"KY",36.61033,-88.31476,"AR",35.00123,-92.62958,"FARMWORKER /LABORER","Nursery and Greenhouse Workers",6,40,10.69,"Hour","N","None","Y",3,"Y","Individual Employer",35.00123,-92.62958,"N",0
"H-300-16099-434979","PRI","cassaday farms","usa works","NJ",39.629,-75.15935,"GA",30.68287,-83.17986,"NJ",39.629,-75.15935,"Farmworkers","Bell Peppers",45,60,11.66,"Hour","N","None","Y",3,"Y","Individual Employer",39.629,-75.15935,"N",0
"H-300-16099-436729","PRI","alewelt concrete","the bernard firm plc","IA",42.52019,-93.37627,"IA",42.02676,-93.61704,"MI",43.63755,-85.31682,"Farm Worker/Laborer","Construction of Livestock Buildings",11,45,12.17,"Hour","N","None","Y",1,"Y","H-2A Labor Contractor or Job Contractor",43.63755,-85.31682,"N",0
"H-300-16099-445422","PRI","lowry farms",NA,"AR",33.44862,-92.17372,NA,NA,NA,"AR",33.44862,-92.17372,"TOMATO FARM LABORER","Tomatoes",25,36,10.69,"Hour","N","None","Y",3,"N","Individual Employer",33.44862,-92.17372,"N",0
"H-300-16099-572376","PRI","mountain orchard","help","MA",42.0671,-72.86117,"NH",43.02045,-71.60026,"MA",42.0671,-72.86117,"farmworker and laborer crop","Trees",4,42,11.74,"Hour","N","None","Y",1,"N","Association - Filing as Agent (H-2A Only)",42.0671,-72.86117,"N",0
"H-300-16099-610121","PRI","the scott farm","help","VT",42.93244,-72.58653,"NH",43.02045,-71.60026,"VT",42.93244,-72.58653,"Farmworker and Laborer, Crop","Apples",3,45,11.74,"Hour","N","None","Y",1,"N","Association - Filing as Agent (H-2A Only)",42.93244,-72.58653,"N",0
"H-300-16099-701137","PRI","deal family farm","h2 express","NC",35.18232,-83.38154,"NY",42.25286,-73.79096,"NC",35.18232,-83.38154,"farm worker","Zucchini",10,35,10.72,"Hour","N","None","Y",1,"Y","Individual Employer",35.18232,-83.38154,"N",0
"H-300-16099-724317","PRI","alewelt concrete","the bernard firm plc","IA",42.52019,-93.37627,"IA",42.02676,-93.61704,"MI",43.08864,-84.38693,"Farm Worker/Laborer","Construction of Livestock Buildings",11,45,12.17,"Hour","N","None","Y",1,"N","H-2A Labor Contractor or Job Contractor",43.08864,-84.38693,"N",0
"H-300-16099-743350","PRI","wafla",NA,"WA",47.02639,-122.8072,NA,NA,NA,"WA",46.82597,-119.1753,"Farmworkers and Laborers","Cherries",60,40,12.69,"Hour","N","None","Y",3,"Y","Association - Joint Employer (H-2A Only)",47.02639,-122.8072,"Y",0
"H-300-16099-743350","SUB","lawrence vineyards","wafla","WA",46.90097,-119.6306,"WA",47.02639,-122.8072,"WA",46.82597,-119.1753,"Farmworkers and Laborers","Cherries",30,40,12.69,"Hour","N","None","Y",3,"Y","Association - Joint Employer (H-2A Only)",46.90097,-119.6306,"N",1
"H-300-16099-743350","SUB","lawrence vineyards","wafla","WA",46.90097,-119.6306,"WA",47.02639,-122.8072,"WA",46.82597,-119.1753,"Farmworkers and Laborers","Cherries",30,40,12.69,"Hour","N","None","Y",3,"Y","Association - Joint Employer (H-2A Only)",46.90097,-119.6306,"N",1
"H-300-16099-770082","PRI","signet builders","h2 labor assistance","IA",42.02676,-93.61704,"TX",33.16322,-96.36035,"IL",40.12894,-90.37207,"Farm Laborer","Construction of Livestock Buildings",24,40,12.07,"Hour","N","None","Y",1,"N","H-2A Labor Contractor or Job Contractor",40.12894,-90.37207,"N",0
"H-300-16099-771298","PRI","wags world  et al","mas labor h2a","CO",38.84276,-107.9628,"VA",37.75981,-78.87075,"CO",38.84276,-107.9628,"Orchard Worker","Cherries",21,35,11.27,"Hour","N","None","Y",1,"Y","Individual Employer",38.84276,-107.9628,"N",0
"H-300-16099-794353","PRI","william d jones son farms","ky famers aid","TN",36.44418,-88.33433,"KY",36.61033,-88.31476,"TN",36.44418,-88.33433,"FARM WORKER/ LABORER","Tobacco",6,40,10.85,"Hour","N","None","Y",3,"Y","Individual Employer",36.44418,-88.33433,"N",0
"H-300-16099-815874","PRI","verrill farm","help","MA",42.46052,-71.3489,"NH",43.02045,-71.60026,"MA",42.46052,-71.3489,"Farmworker and Laborer, Crop","Fruits and Vegetables",2,40,11.74,"Hour","N","None","Y",1,"N","Association - Filing as Agent (H-2A Only)",42.46052,-71.3489,"N",0
"H-300-16099-935249","PRI","roger entz","agri placements international","OK",35.54896,-98.57773,"OK",36.26892,-98.4798,"OK",35.54896,-98.57773,"Farm Labor","Agricultural Equipment Operator",2,48,11.15,"Hour","N","None","Y",3,"N","Individual Employer",35.54896,-98.57773,"N",0
"H-300-16099-942670","PRI","volante farms","help","MA",42.28026,-71.23606,"NH",43.02045,-71.60026,"MA",42.28026,-71.23606,"farmworker and laborer crop","Fruits and Vegetables",2,40,11.74,"Hour","N","None","Y",1,"N","Association - Filing as Agent (H-2A Only)",42.28026,-71.23606,"N",0
"H-300-16099-958969","PRI","bright harvesting","golden opportunities international","NM",34.4306,-103.6323,"IA",41.32425,-93.15797,"NM",34.4306,-103.6323,"Farm Machine Operator","Grains",2,48,11.15,"Hour","N","None","Y",3,"Y","H-2A Labor Contractor or Job Contractor",34.4306,-103.6323,"N",0
"H-300-16100-371397","PRI","oetting harvesting","h2 visa consultants","KS",39.00945,-98.39423,"MT",46.8701,-113.9953,"KS",39.00945,-98.39423,"EQUIPMENT OPERATOR","Custom Combine",6,40,11.15,"Hour","N","None","Y",6,"Y","H-2A Labor Contractor or Job Contractor",39.00945,-98.39423,"N",0
"H-300-16101-269734","PRI","green hill farms",NA,"AR",33.61261,-92.06458,NA,NA,NA,"AR",33.61261,-92.06458,"TOMATO FARM WORKER","Tomatoes",9,36,10.69,"Hour","N","None","Y",3,"N","Individual Employer",33.61261,-92.06458,"N",0
"H-300-16101-521737","PRI","harlan klein","h2 visa consultants","ND",46.4039,-101.846,"MT",46.8701,-113.9953,"ND",46.4039,-101.846,"FARMWORKER","Wheat",1,40,14,"Hour","N","None","Y",6,"N","Individual Employer",46.4039,-101.846,"N",0
"H-300-16101-703197","PRI","donald k zimbleman","h2 visa consultants","ND",46.16525,-98.42704,"MT",46.8701,-113.9953,"ND",46.16525,-98.42704,"FARMWORKER","Setting",2,40,14,"Hour","N","None","Y",6,"N","Individual Employer",46.16525,-98.42704,"N",0
"H-300-16102-055712","PRI","triple s tobacco farms",NA,"TN",36.52082,-86.02604,NA,NA,NA,"TN",36.52082,-86.02604,"tobacco worker","Tobacco",16,40,10.85,"Hour","N","None","N",NA,"Y","Individual Employer",36.52082,-86.02604,"N",0
"H-300-16102-162384","PRI","kuzzens","florida fruit vegetable association","FL",26.42579,-81.4256,"FL",46.20993,-62.5164,"SC",32.38686,-80.56066,"Farmworker, Various Crops","General Farmworker",45,36,10.59,"Hour","N","None","Y",1,"Y","Association - Filing as Agent (H-2A Only)",32.38686,-80.56066,"N",0
"H-300-16102-255061","PRI","johnsville farms",NA,"AR",33.61261,-92.06458,NA,NA,NA,"AR",33.61261,-92.06458,"Farmworkers and Laborers, Crop","Tomatoes",35,36,10.69,"Hour","N","None","N",NA,"N","Individual Employer",33.61261,-92.06458,"N",0
"H-300-16102-325695","PRI","hb harvesting","cch bookkeeping","FL",27.21588,-81.85842,"FL",27.2931,-81.36285,"MI",42.05921,-83.39077,"Harvest worker","Vegetables",74,36,12.02,"Hour","N","None","Y",1,"N","H-2A Labor Contractor or Job Contractor",42.05921,-83.39077,"N",0
"H-300-16102-363962","PRI","selman farms","seasonal hands","OK",36.36842,-96.00138,"KY",36.74136,-88.63526,"OK",36.36842,-96.00138,"Farm Worker","Pecans",1,35,11.15,"Hour","N","None","N",NA,"Y","Individual Employer",36.36842,-96.00138,"N",0
"H-300-16102-369148","PRI","profeta farms","mas labor h2a","NJ",40.50816,-74.73016,"VA",37.75981,-78.87075,"NJ",40.50816,-74.73016,"Farm Worker","Vegetables",8,60,11.66,"Hour","N","None","Y",3,"N","Individual Employer",40.50816,-74.73016,"N",0
"H-300-16102-386191","PRI","l d produce farm","usa works","AR",33.62683,-91.9298,"GA",30.68287,-83.17986,"AR",33.62683,-91.9298,"Farm Workers","Cantalopes",18,40,10.69,"Hour","N","None","Y",2,"Y","Individual Employer",33.62683,-91.9298,"N",0
"H-300-16102-487137","PRI","holubec farms","cross gunter witherspoon galchus pc","TX",31.63291,-101.8398,"AR",34.74651,-92.28963,"TX",31.63291,-101.8398,"Agricultural Equipment Operator","Agricultural Equipment Operator",10,48,11.15,"Hour","N","None","Y",1,"N","Individual Employer",31.63291,-101.8398,"N",0
"H-300-16102-506223","PRI","william ashby maltsberger",NA,"TX",28.43587,-99.23508,NA,NA,NA,"TX",28.43587,-99.23508,"CATTLE RANCH WORKER AND/OR RANCH WORKER CATTLE","Cattle",14,60,1206.31,"Month","N","None","Y",6,"N","Individual Employer",28.43587,-99.23508,"N",0
"H-300-16102-533764","PRI","boordy vineyards","kt labor","MD",39.484,-76.4933,"KY",38.04641,-84.49704,"MD",39.36207,-77.5321,"Farmworkers and Laborers; Crops, Nursery, Vineyards","Vineyards",3,40,11.66,"Hour","N","None","Y",3,"N","Individual Employer",39.36207,-77.5321,"N",0
"H-300-16102-613916","PRI","ricetec","foster llp","TX",29.42385,-95.2441,"TX",30.2877,-97.80682,"TX",29.77133,-94.67851,"Farmworker","General Farmworker",10,48,11.15,"Hour","N","None","Y",3,"Y","Individual Employer",29.77133,-94.67851,"N",0
"H-300-16102-703633","PRI","wg minard and sons","valley growers coop","NY",41.69482,-74.05125,"NY",41.65982,-73.95708,"NY",41.69482,-74.05125,"FARMWORKERS AND LABORERS, CROP","Pears",17,48,11.74,"Hour","N","None","Y",3,"Y","Individual Employer",41.69482,-74.05125,"N",0
"H-300-16102-774129","PRI","a zimmerman and sons","valley growers coop","NY",41.72093,-73.96014,"NY",41.65982,-73.95708,"NY",41.72093,-73.96014,"FARMWORKERS & LABORERS CROP","Pears",3,40,11.74,"Hour","N","None","Y",3,"N","Individual Employer",41.72093,-73.96014,"N",0
"H-300-16102-816868","PRI","farms of bushy fork","labor services international","NC",36.2732,-79.04751,"NC",36.32736,-78.40273,"NC",36.2732,-79.04751,"General Farmworker","Soybeans",6,40,10.72,"Hour","N","None","Y",1,"Y","Individual Employer",36.2732,-79.04751,"N",0
"H-300-16102-878595","PRI","jeremy jordan","agriculture workforce management association","KY",37.08505,-88.88673,"KY",38.04641,-84.49704,"KY",37.08505,-88.88673,"FARM WORKERS AND LABORERS, CROP","Tobacco",4,40,10.85,"Hour","N","None","N",NA,"Y","Association - Filing as Agent (H-2A Only)",37.08505,-88.88673,"N",0
"H-300-16102-900671","PRI","ricetec","foster llp","TX",29.42385,-95.2441,"TX",30.2877,-97.80682,"TX",29.58954,-96.33124,"Farmworker","General Farmworker",6,48,11.15,"Hour","N","None","Y",3,"N","Individual Employer",29.58954,-96.33124,"N",0
"H-300-16102-932551","PRI","wafla",NA,"WA",47.02639,-122.8072,NA,NA,NA,"WA",47.23437,-119.8535,"Farm Laborer","Cherries",18,40,12.69,"Hour","N","None","Y",3,"Y","Association - Joint Employer (H-2A Only)",47.02639,-122.8072,"Y",0
"H-300-16102-932551","SUB","wl orchards","wafla","WA",46.65401,-120.5303,"WA",47.02639,-122.8072,"WA",47.23437,-119.8535,"Farm Laborer","Cherries",18,40,12.69,"Hour","N","None","Y",3,"Y","Association - Joint Employer (H-2A Only)",46.65401,-120.5303,"N",1
"H-300-16102-995124","PRI","hacienda farm","signature staffing","FL",27.71253,-82.29898,"FL",27.49575,-81.44104,"GA",31.18,-83.78879,"Farmworkers and Laborers","Tomatoes",15,40,10.59,"Hour","N","None","N",NA,"N","H-2A Labor Contractor or Job Contractor",31.18,-83.78879,"N",0
"H-300-16103-020995","PRI","midwest detasseling","florida fruit vegetable association","IL",41.84252,-89.48143,"FL",46.20993,-62.5164,"IL",41.67142,-89.93622,"Corn detasseling","Corn",53,36,12.07,"Hour","N","None","Y",1,"Y","Association - Filing as Agent (H-2A Only)",41.67142,-89.93622,"N",0
"H-300-16103-044688","PRI","elkhorn packing co","malitzlaw","CA",36.6793,-121.6571,"CA",32.71669,-117.1693,"CA",36.6793,-121.6571,"Field Worker (Strawberry Harvest)","Strawberries",80,35,11.89,"Hour","N","None","Y",1,"Y","H-2A Labor Contractor or Job Contractor",36.6793,-121.6571,"N",0
"H-300-16103-045632","PRI","castro harvesting","labor consultants international","GA",32.21769,-82.41346,"ID",33.11414,-86.84738,"GA",30.97936,-84.7385,"Farm worker","Corn",100,35,10.59,"Hour","N","None","N",NA,"N","H-2A Labor Contractor or Job Contractor",30.97936,-84.7385,"N",0
"H-300-16103-055246","PRI","kiefat honey farms","agri placements international","TX",29.14386,-95.64522,"OK",36.26892,-98.4798,"ND",48.21306,-98.35705,"Beekeeper","Bees",6,48,13.8,"Hour","N","None","Y",3,"N","Individual Employer",48.21306,-98.35705,"N",0
"H-300-16103-067114","PRI","pearson farms","agriculture workforce management association","TN",36.50921,-86.885,"KY",38.04641,-84.49704,"TN",36.50921,-86.885,"FARM WORKERS & LABORERS, CROP","Hay and Straw",9,40,10.85,"Hour","N","None","N",NA,"Y","Association - Filing as Agent (H-2A Only)",36.50921,-86.885,"N",0
"H-300-16103-070673","PRI","iott farms","great lakes ag labor services","MI",41.88894,-83.77883,"MI",42.73381,-84.52071,"MI",41.88894,-83.77883,"Farmworker/Laborer","Tomatoes",21,40,12.02,"Hour","N","None","N",NA,"Y","Individual Employer",41.88894,-83.77883,"N",0
"H-300-16103-223292","PRI","miguel ramos",NA,"AR",33.44862,-92.17372,NA,NA,NA,"AR",33.44862,-92.17372,"Farmworkers and Laborers, Crop","Tomatoes",30,36,10.69,"Hour","N","None","N",NA,"N","H-2A Labor Contractor or Job Contractor",33.44862,-92.17372,"N",0
"H-300-16103-237501","PRI","berry yv fabricators",NA,"TX",29.75894,-95.3677,NA,NA,NA,"TX",29.35212,-95.46034,"Pigeon Farmer","Pigeon",11,40,10,"Hour","N","None","Y",12,"N","Individual Employer",29.35212,-95.46034,"N",0
"H-300-16103-239046","PRI","double d farms",NA,"AR",33.26707,-93.23933,NA,NA,NA,"AR",33.26707,-93.23933,"Farmworkers and Laborers, Crop","Watermelons",23,36,10.69,"Hour","N","None","N",NA,"N","Individual Employer",33.26707,-93.23933,"N",0
"H-300-16103-288687","PRI","t bell detasseling","national agricultural consultants","IA",41.382,-91.35001,"NC",35.3458,-79.41705,"IA",42.49827,-92.33287,"Farmworker; Diversified","Corn",150,40,12.17,"Hour","N","None","Y",3,"Y","H-2A Labor Contractor or Job Contractor",42.49827,-92.33287,"N",0
"H-300-16103-359838","PRI","wafla",NA,"WA",47.02639,-122.8072,NA,NA,NA,"OR",45.68354,-121.3985,"Farm workers and Laborers","Cherries",60,35,12.69,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",47.02639,-122.8072,"Y",0
"H-300-16103-359838","SUB","webster orchards","wafla","OR",45.70879,-121.5124,"WA",47.02639,-122.8072,"OR",45.68354,-121.3985,"Farm workers and Laborers","Cherries",30,35,12.69,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",45.70879,-121.5124,"N",1
"H-300-16103-359838","SUB","dog river ranch","wafla","OR",45.51975,-121.5967,"WA",47.02639,-122.8072,"OR",45.68354,-121.3985,"Farm workers and Laborers","Cherries",30,35,12.69,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",45.51975,-121.5967,"N",1
"H-300-16103-377171","PRI","olathe corn company",NA,"CO",38.47819,-107.8763,NA,NA,NA,"CO",38.60499,-107.9823,"Vegetable Harvester and Packer","Sweet Corn",40,40,11.27,"Hour","N","None","Y",1,"Y","Individual Employer",38.60499,-107.9823,"N",0
"H-300-16103-464497","PRI","s and j harvesting","the kershaw law firm pc","TX",29.30036,-99.77332,"TX",30.27113,-97.7437,"TX",29.30036,-99.77332,"Custom Combine Operator","Custom Combine",6,40,2100,"Month","N","None","Y",6,"Y","H-2A Labor Contractor or Job Contractor",29.30036,-99.77332,"N",0
"H-300-16103-499422","PRI","rwctlc","agriculture workforce management association","KY",37.10922,-87.88196,"KY",38.04641,-84.49704,"KY",37.10922,-87.88196,"FARM WORKERS & LABORERS, CROP","Tobacco",10,40,10.85,"Hour","N","None","N",NA,"Y","Association - Filing as Agent (H-2A Only)",37.10922,-87.88196,"N",0
"H-300-16103-531402","PRI","v valencia harvesting","signature staffing","NC",35.31873,-82.46095,"FL",27.49575,-81.44104,"GA",31.51296,-83.73851,"Farmworkers and Laborers","Watermelons",49,40,10.59,"Hour","N","None","N",NA,"Y","H-2A Labor Contractor or Job Contractor",31.51296,-83.73851,"N",0
"H-300-16103-533141","PRI","k k tobacco farms",NA,"TN",36.52082,-86.02604,NA,NA,NA,"TN",36.52082,-86.02604,"tobacco worker","Burley",12,40,10.85,"Hour","N","None","N",NA,"Y","Individual Employer",36.52082,-86.02604,"N",0
"H-300-16103-578730","PRI","jacinto hernandez harvesting","cch bookkeeping","FL",27.21588,-81.85842,"FL",27.2931,-81.36285,"GA",31.56942,-83.73404,"Harvest worker","Watermelons",16,36,10.59,"Hour","N","None","Y",1,"N","H-2A Labor Contractor or Job Contractor",31.56942,-83.73404,"N",0
"H-300-16103-592994","PRI","arkansas well supply",NA,"AR",35.2562,-91.20012,NA,NA,NA,"AR",35.2562,-91.20012,"Fish Farm Laborer","Fish",4,45,10.69,"Hour","N","None","Y",3,"N","Individual Employer",35.2562,-91.20012,"N",0
"H-300-16103-597069","PRI","tom dodd nurseries","usa works","AL",30.77869,-88.25884,"GA",30.68287,-83.17986,"AL",30.77869,-88.25884,"Nursery Work","Blackberries",26,40,10.59,"Hour","N","None","Y",3,"N","Individual Employer",30.77869,-88.25884,"N",0
"H-300-16103-617864","PRI","badillo brothers","cch bookkeeping","FL",27.75225,-81.80175,"FL",27.2931,-81.36285,"NC",35.5946,-77.69692,"Harvest worker","Tobacco",90,36,10.72,"Hour","N","None","Y",1,"Y","H-2A Labor Contractor or Job Contractor",35.5946,-77.69692,"N",0
